order_id,customer_id,order_date,cost,sales,quantity,discount,staff_id,menu_name,,,,,
85-912-4773,13-838-5377,2022-04-04,83.99,125.99,1,67.77,5,Palermo_2,,,,,
85-956-0185,80-992-8483,2022-09-14,190.00,285.00,2,10.00,5,Kusadasi_2,,,,,
85-961-5775,13-517-7084,2021-05-07,310.00,465.00,2,99.24,1,Corfu_2,,,,,
86-053-9440,85-127-4717,2022-12-23,93.13,139.70,2,91.14,3,Ankara_6,,,,,
86-114-9232,80-927-5246,2020-12-20,320.00,480.00,2,51.05,2,Kusadasi_2,,,,,
86-161-8508,30-668-7438,2022-08-05,225.00,337.50,3,98.01,4,Palermo_4,,,,,
86-227-8811,95-306-3083,2022-11-26,210.00,315.00,3,15.00,2,Roma_5,,,,,
86-275-9654,14-998-1300,2020-09-30,235.00,352.50,3,67.77,4,Palermo_2,,,,,
86-400-9239,75-358-8408,2019-07-06,98.00,147.00,1,51.05,3,Kusadasi_2,,,,,
86-425-5753,57-843-3690,2021-05-27,52.08,78.12,2,37.04,6,Roma_6,,,,,
86-581-4964,78-150-8068,2021-06-19,133.17,199.76,1,9.71,4,Ankara_2,,,,,
86-606-8047,30-847-7835,2021-05-27,133.17,199.76,3,91.14,1,Ankara_6,,,,,
86-668-1105,19-291-5558,2021-07-17,310.00,465.00,3,31.20,5,Kusadasi_4,,,,,
86-725-2449,64-810-4341,2021-01-16,101.60,152.40,1,68.89,5,Kusadasi_3,,,,,
86-819-6178,06-321-2499,2022-10-30,320.00,480.00,2,30.00,3,Corfu_3,,,,,
87-292-9640,57-007-8529,2022-04-09,101.60,152.40,3,73.09,3,Ankara_1,,,,,
87-409-2090,61-290-1464,2022-05-24,133.17,199.76,3,20.33,4,Athens_3,,,,,
87-435-5817,30-481-3036,2021-04-26,52.08,78.12,2,31.20,4,Ankara_2,,,,,
87-443-7001,28-875-7993,2021-12-28,101.60,152.40,1,23.00,5,Kusadasi_6,,,,,
87-503-4703,47-264-6899,2020-06-25,44.57,66.86,3,68.89,3,Roma_2,,,,,
87-530-1190,39-999-0021,2020-02-23,190.00,285.00,2,20.33,6,Roma_4,,,,,
87-535-8388,10-196-1743,2021-04-02,210.00,315.00,1,54.08,5,Palermo_6,,,,,
87-546-5058,19-112-3031,2021-06-13,225.00,337.50,3,10.00,6,Corfu_2,,,,,
87-599-0366,09-688-8521,2020-12-03,93.13,139.70,2,99.24,1,Kusadasi_2,,,,,
87-618-1229,31-320-9549,2021-04-09,310.00,465.00,2,24.00,2,Kusadasi_5,,,,,
87-763-3059,28-301-5131,2021-06-21,83.99,125.99,3,30.00,4,Roma_2,,,,,
87-766-3663,81-476-1236,2020-10-27,144.09,216.14,3,9.71,1,Corfu_6,,,,,
87-796-6079,76-184-8198,2021-07-07,210.00,315.00,1,91.14,1,Ankara_3,,,,,
87-820-2746,10-534-1630,2021-06-27,124.62,186.93,1,10.52,1,Corfu_6,,,,,
87-939-7467,45-879-0850,2021-04-02,101.60,152.40,3,20.00,4,Athens_4,,,,,
87-976-0252,12-472-1799,2020-04-24,144.09,216.14,2,97.48,5,Roma_1,,,,,
87-988-3093,07-111-7669,2021-06-08,235.00,352.50,1,9.12,2,Palermo_4,,,,,
88-109-5070,12-180-4369,2022-06-03,69.38,104.07,3,91.14,5,Roma_6,,,,,
88-109-8460,48-656-3310,2020-02-11,320.00,480.00,3,9.12,3,Corfu_2,,,,,
88-367-5894,97-708-6756,2021-03-24,52.08,78.12,3,53.53,4,Athens_6,,,,,
88-729-8334,71-766-2433,2022-12-18,101.60,152.40,1,35.44,1,Kusadasi_1,,,,,
88-756-9391,87-886-6643,2022-12-21,93.13,139.70,2,68.89,3,Kusadasi_4,,,,,
88-813-0409,88-633-8492,2022-06-17,83.99,125.99,1,80.34,1,Corfu_3,,,,,
89-007-9559,21-798-9412,2020-04-10,133.17,199.76,1,94.76,4,Roma_5,,,,,
89-013-4600,60-136-0339,2020-05-04,220.00,330.00,1,20.33,3,Athens_6,,,,,
89-100-6055,47-900-5071,2021-06-19,91.84,137.76,2,24.00,2,Roma_5,,,,,
89-262-2574,94-829-5714,2019-12-11,124.62,186.93,1,98.01,4,Athens_3,,,,,
89-266-9786,24-476-4314,2021-11-21,235.00,352.50,1,80.34,4,Athens_6,,,,,
89-285-0567,33-155-2546,2022-06-11,98.00,147.00,3,94.76,4,Ankara_4,,,,,
89-306-1133,80-987-8100,2019-08-08,93.13,139.70,3,10.00,2,Kusadasi_3,,,,,
89-464-8624,22-817-6388,2019-09-13,225.00,337.50,3,47.84,4,Roma_4,,,,,
89-513-4206,70-480-2781,2022-07-18,210.00,315.00,3,30.00,2,Ankara_6,,,,,
89-535-2329,12-760-8688,2021-02-12,144.09,216.14,3,11.23,3,Kusadasi_3,,,,,
89-865-3770,29-310-6052,2021-05-31,52.08,78.12,2,91.14,5,Athens_2,,,,,
89-997-5952,80-325-0206,2019-12-21,91.84,137.76,3,31.20,4,Athens_4,,,,,
90-006-4375,60-056-7305,2022-08-08,44.57,66.86,1,89.84,5,Ankara_3,,,,,
90-122-2737,25-056-4351,2020-08-03,119.80,179.70,3,67.77,1,Athens_1,,,,,
90-256-2320,38-029-8372,2019-06-14,144.09,216.14,2,94.76,5,Palermo_4,,,,,
90-317-7928,42-982-8925,2020-06-04,44.57,66.86,3,80.34,6,Palermo_3,,,,,
90-320-2065,37-935-3233,2022-10-17,93.13,139.70,2,94.76,2,Athens_5,,,,,
90-359-2449,83-549-0652,2022-08-21,190.00,285.00,3,53.53,1,Kusadasi_2,,,,,
90-389-3298,24-902-5422,2022-08-24,320.00,480.00,2,91.14,5,Roma_1,,,,,
90-478-9446,82-587-1933,2019-07-03,98.00,147.00,3,24.00,5,Kusadasi_4,,,,,
90-716-3855,92-904-9582,2021-03-18,91.84,137.76,2,91.14,5,Palermo_3,,,,,
90-877-0957,13-919-9687,2023-01-04,91.84,137.76,2,10.00,4,Athens_2,,,,,
90-878-2657,03-215-3959,2020-11-29,119.80,179.70,3,47.84,1,Athens_6,,,,,
90-921-1904,82-278-5664,2021-08-16,310.00,465.00,2,24.00,6,Corfu_3,,,,,
90-989-2851,59-450-2625,2020-08-24,83.99,125.99,3,68.89,1,Athens_4,,,,,
91-006-3876,77-254-9655,2022-08-09,101.60,152.40,3,17.40,1,Palermo_2,,,,,
91-121-2326,85-700-6393,2021-02-09,69.38,104.07,2,68.89,5,Roma_5,,,,,
91-163-7915,16-061-3868,2022-06-29,69.38,104.07,3,54.08,3,Ankara_6,,,,,
91-242-5776,78-012-8423,2020-11-30,320.00,480.00,2,68.89,4,Corfu_2,,,,,
91-284-4644,54-926-6336,2022-08-10,52.08,78.12,2,23.00,4,Kusadasi_5,,,,,
91-332-6187,59-715-3288,2020-12-10,52.08,78.12,2,51.05,2,Athens_6,,,,,
91-490-5244,64-665-8707,2022-08-11,91.84,137.76,2,9.12,6,Kusadasi_4,,,,,
91-659-9644,64-548-0720,2020-11-29,124.62,186.93,1,54.08,5,Ankara_3,,,,,
91-690-3480,11-549-7666,2020-05-16,83.99,125.99,3,98.01,2,Kusadasi_2,,,,,
91-855-3626,94-096-1282,2021-11-16,52.08,78.12,2,91.14,4,Corfu_5,,,,,
92-282-7155,59-261-5057,2020-02-28,44.57,66.86,3,17.40,6,Roma_1,,,,,
92-392-7061,48-951-1953,2019-06-23,168.27,252.41,2,30.00,5,Roma_4,,,,,
92-487-3562,09-974-0828,2020-03-03,225.00,337.50,1,11.23,4,Palermo_1,,,,,
92-521-6256,71-435-6306,2019-11-01,125.00,187.50,2,20.33,2,Athens_3,,,,,
92-555-9940,20-380-7591,2022-09-27,125.00,187.50,2,68.89,1,Corfu_4,,,,,
92-610-5614,27-913-7247,2022-08-01,144.09,216.14,3,30.00,5,Kusadasi_2,,,,,
92-660-8297,91-235-3553,2021-02-09,69.38,104.07,2,73.09,6,Corfu_4,,,,,
92-747-8084,91-251-5721,2019-08-09,190.00,285.00,2,68.89,2,Palermo_6,,,,,
92-776-2834,74-748-7404,2021-07-08,310.00,465.00,2,15.00,6,Ankara_6,,,,,
92-795-7087,85-427-4404,2021-07-29,125.00,187.50,3,11.23,4,Athens_4,,,,,
92-809-9028,04-732-9888,2020-03-10,190.00,285.00,2,54.08,1,Kusadasi_1,,,,,
92-833-3271,94-479-0084,2019-12-11,124.62,186.93,3,9.71,6,Corfu_1,,,,,
92-838-7961,44-929-7305,2021-04-20,144.09,216.14,2,11.23,3,Athens_6,,,,,
92-859-5564,78-969-3391,2021-01-16,168.27,252.41,2,17.40,6,Corfu_6,,,,,
92-873-3440,82-197-4890,2020-10-16,93.13,139.70,2,20.00,5,Ankara_2,,,,,
92-880-1942,70-610-7059,2021-06-05,101.60,152.40,1,30.00,4,Ankara_3,,,,,
93-057-9662,09-339-5822,2020-10-03,168.27,252.41,2,23.00,5,Palermo_6,,,,,
93-083-3241,53-132-9646,2019-12-17,190.00,285.00,2,37.04,2,Palermo_2,,,,,
93-396-2857,08-816-0158,2020-09-05,91.84,137.76,2,30.00,1,Roma_6,,,,,
93-409-8648,26-438-8798,2021-02-04,69.38,104.07,3,20.00,4,Palermo_4,,,,,
93-702-4764,18-423-4240,2021-06-17,83.99,125.99,1,24.00,6,Ankara_1,,,,,
93-829-0535,28-783-9841,2022-05-27,125.00,187.50,2,97.48,3,Athens_5,,,,,
93-829-3135,53-236-6596,2022-03-04,98.00,147.00,1,80.34,5,Roma_4,,,,,
93-892-9924,53-865-0514,2021-01-12,125.00,187.50,2,9.12,6,Roma_3,,,,,
94-106-4253,80-565-2790,2021-10-09,75.00,112.50,2,80.34,4,Athens_6,,,,,
94-148-7497,06-545-4037,2022-11-19,210.00,315.00,1,37.04,4,Corfu_4,,,,,
94-211-8782,91-067-3717,2020-10-13,310.00,465.00,2,20.00,2,Palermo_3,,,,,
94-670-7121,62-857-0603,2020-08-05,220.00,330.00,1,97.48,4,Roma_3,,,,,
95-007-7718,20-619-2889,2022-06-06,93.13,139.70,2,30.00,6,Corfu_5,,,,,
95-025-5981,91-336-4124,2020-03-08,210.00,315.00,1,89.84,1,Ankara_3,,,,,
95-337-7409,33-772-5377,2022-06-25,144.09,216.14,2,17.40,3,Palermo_5,,,,,
95-524-7993,54-947-0130,2021-12-02,83.99,125.99,1,61.49,4,Ankara_1,,,,,
95-551-4400,31-360-2315,2021-10-10,190.00,285.00,2,61.49,2,Athens_1,,,,,
95-581-1944,07-161-0216,2022-03-19,320.00,480.00,2,23.00,6,Palermo_6,,,,,
95-581-6863,71-011-7586,2021-11-21,124.62,186.93,1,91.41,5,Palermo_2,,,,,
95-587-8796,88-064-9725,2022-06-13,75.00,112.50,2,94.76,6,Kusadasi_4,,,,,
95-599-9120,29-913-3446,2022-06-03,44.57,66.86,1,47.84,1,Athens_3,,,,,
95-666-2867,55-350-7166,2019-11-17,75.00,112.50,3,35.44,2,Roma_4,,,,,
95-846-1036,90-947-8460,2020-10-25,220.00,330.00,1,61.49,5,Roma_6,,,,,
95-935-6126,11-687-7365,2021-06-08,119.80,179.70,3,53.53,4,Kusadasi_6,,,,,
96-049-6957,55-446-0184,2021-09-07,124.62,186.93,3,11.23,6,Corfu_4,,,,,
96-173-6690,54-610-9376,2021-04-01,119.80,179.70,3,31.20,2,Roma_3,,,,,
96-257-8035,64-206-9106,2021-01-22,101.60,152.40,1,54.08,2,Ankara_6,,,,,
96-458-9557,18-073-6715,2020-05-14,235.00,352.50,3,20.00,2,Kusadasi_2,,,,,
96-491-1316,84-776-0112,2019-07-10,52.08,78.12,2,98.01,6,Athens_3,,,,,
96-813-6384,60-022-9187,2022-10-23,119.80,179.70,1,54.08,4,Roma_2,,,,,
96-883-6756,14-064-2226,2021-09-06,75.00,112.50,2,10.00,4,Kusadasi_6,,,,,
96-993-3962,03-051-7819,2021-04-08,235.00,352.50,1,23.00,3,Palermo_4,,,,,
97-004-1775,84-107-5872,2020-11-01,52.08,78.12,3,99.24,3,Kusadasi_5,,,,,
97-039-9333,12-510-9183,2022-11-17,210.00,315.00,1,23.00,6,Athens_2,,,,,
97-219-4069,32-836-5069,2021-11-24,83.99,125.99,3,23.00,1,Ankara_5,,,,,
97-233-2887,40-581-7231,2020-09-23,133.17,199.76,1,20.33,2,Roma_4,,,,,
97-246-5273,97-710-2761,2021-06-05,225.00,337.50,1,17.40,5,Athens_2,,,,,
97-507-9861,86-200-6226,2020-12-24,93.13,139.70,2,97.48,1,Kusadasi_5,,,,,
97-554-4987,14-111-5943,2021-06-25,75.00,112.50,2,73.09,5,Ankara_4,,,,,
97-623-6572,38-609-7229,2022-01-22,125.00,187.50,3,51.05,6,Palermo_5,,,,,
97-662-2177,91-536-3437,2020-09-09,75.00,112.50,2,20.00,1,Ankara_4,,,,,
97-710-0241,13-617-0573,2021-04-13,101.60,152.40,1,24.00,6,Roma_4,,,,,
97-905-7691,81-070-8211,2019-12-22,52.08,78.12,2,53.53,1,Corfu_4,,,,,
97-946-2509,74-339-8181,2021-05-14,220.00,330.00,1,68.89,4,Athens_3,,,,,
97-995-3154,04-162-3406,2020-03-10,235.00,352.50,1,10.00,3,Palermo_5,,,,,
98-115-7191,34-259-4548,2021-06-20,190.00,285.00,3,15.00,5,Ankara_6,,,,,
98-148-9592,90-508-0061,2021-08-05,133.17,199.76,3,61.49,6,Ankara_1,,,,,
98-293-6058,59-164-4769,2019-08-25,168.27,252.41,2,91.14,2,Corfu_2,,,,,
98-391-7796,13-989-5109,2021-06-19,119.80,179.70,1,20.33,2,Corfu_5,,,,,
98-646-1456,00-896-7289,2022-06-28,119.80,179.70,3,80.34,2,Kusadasi_6,,,,,
98-889-5403,09-129-7277,2020-01-17,91.84,137.76,3,47.84,5,Corfu_5,,,,,
98-920-8331,15-794-0367,2020-08-12,125.00,187.50,2,98.01,1,Corfu_4,,,,,
99-207-8914,90-805-1347,2020-10-23,124.62,186.93,1,97.48,4,Palermo_5,,,,,
99-346-2194,21-516-0006,2022-01-27,119.80,179.70,1,9.12,6,Corfu_5,,,,,
99-664-1580,23-082-9045,2022-04-17,93.13,139.70,2,51.05,2,Roma_1,,,,,
99-679-0062,97-361-6034,2020-12-26,101.60,152.40,1,20.00,5,Ankara_1,,,,,
99-748-0471,16-794-2589,2019-11-05,125.00,187.50,2,91.41,2,Athens_6,,,,,
99-860-3106,61-440-3934,2020-04-08,168.27,252.41,2,53.53,4,Kusadasi_4,,,,,
99-862-6759,36-850-2399,2021-12-26,210.00,315.00,3,37.04,2,Ankara_5,,,,,
99-900-7458,07-117-6288,2021-01-26,69.38,104.07,2,24.00,2,Ankara_5,,,,,
